lead1,lead2,lead3
2108047002,1083613524,1365244258
871526128,1080509934,724483898
760656493,1083719766,1953615405
1938446035,1085162693,1716506966
961262292,1082099346,24294863
2108659583,1085353282,411410870
385998202,1085521193,1508946564
918860282,1084974667,1241867358
1350530195,1083925713,1184551812
852494050,1084700740,601389007
1510491706,1082860072,113373544
583004679,1085420660,1935620678
1729713073,1085284532,1344474910
237454718,1083913263,430439521
52474284,1085188188,18929170
870600839,1083773699,2036356950
417229953,1085292817,515810590
998487577,1083820359,966074011
299441250,1084919140,1519317128
135775702,1082145200,445385699
1688255026,1079101952,538866176
547355170,1084344347,761706659
904899970,1085515339,98745151
383906426,1084217376,1943927352
220899763,1085288124,755615017
885888274,1085822569,65380859
295166277,1084558355,1237591830
897755447,1083543445,656513310
2003038603,1083683111,1070374480
19143957,1083984998,604118464
1605745467,1085280560,883460132
583025477,1086061110,238751759
1631202749,1083822771,1712059985
1919802503,1083963443,1959434662
1979015028,1085318472,1383069352
817833594,1085197406,317371307
464897318,1083721761,1821927864
1858726097,1082201049,509159064
1512340682,1083343723,259903796
265797392,1079323354,1294922598
1203237020,1084264746,612641032
1591230238,1082520148,1307978698
1792498660,1083794324,1035673184
257071402,1083304298,1796397752
1267919953,1084520882,227336227
462687172,1083951032,651125916
1253820597,1085692040,569897623
570755201,1082730383,1280387149
1692126225,1083740064,1602321558
1542006313,1086259018,1260966742
1407783488,1078829150,685321034
753098562,1083495059,740659088
855339133,1085734114,1623407470
1825343943,1085592902,1064638924
113364151,1084366101,1291035808
1082132538,1085624557,1141352226
592163038,1082850519,1999332256
2087709919,1085952087,8961460
192150514,1084480609,394850764
349239484,1081899063,138689104
1832699932,1085553108,1075406850
172053972,1081600144,1300762468
1141887624,1082577491,588359003
2068767701,1086118579,1693351252
1759380064,1081361521,1078782848
1895107612,1085163396,851055586
1792496420,1085435051,393792008
197834028,1084816947,1123218990
1653199106,1084268393,139280737
2014728173,1085556280,764003866
1548585903,1083202659,489733791
366673108,1085553515,198946089
390286670,1084332823,707958114
2115938309,1083570107,823557274
1860437080,1082368140,1075799652
801404993,1085817828,211427154
704705298,1083522181,868830824
1541840998,1084340264,1182911232
977340242,1084008648,615373738
350788601,1084919091,55253258
363018233,1082188355,258381306
949750873,1085363319,968033731
283448444,1085113789,618121005
2053383096,1085128458,1696408008
664294752,1079518541,41567542
1534319679,1082334650,1122429720
687276758,1082713606,892028912
2107330583,1084347714,542342179
225754192,1080098532,807051346
1727299965,1083302518,2019908330
467227656,1081389347,2086392476
72231969,1083323108,1619542909
440046500,1084560171,1313149544
732944666,1084351753,178428487
1822767110,1083028308,1749753189
446301052,1085472052,1778328663
2019755776,1085007233,478991870
461309071,1085325314,1883374189
2035364312,1083309297,1919553656
1056138067,1082092060,1431527021
1632514194,1081513130,700078128
487862830,1084621687,2146158586
854959484,1082560477,1659289606
976860736,1085385896,882105854
1228197262,1084800455,127191921
1455993052,1084250750,797435402
962455641,1085277087,1714965478
87179040,1080891655,1327443018
536836130,1084705977,1050079291
2126533752,1084343134,513157174
301245096,1084868527,535090284
168651911,1084975567,1449558438
1472399645,1082571005,1120250521
1714992855,1083515311,1494269773
1165048807,1084853391,114411450
1175969972,1080399561,26940922
700435002,1084731603,607652024
1458702488,1078723729,296888380
855939773,1085166806,987718395
1544342816,1083454152,367349701
1237589721,1084308502,1217727578
341105848,1084346107,450920122
1226755950,1082651092,107636736
586954484,1081516625,166643712
1737011052,1081152740,1421022762
520838682,1084783776,787293432
1516024550,1082682393,1717477830
769158662,1081876710,808638319
1953493348,1083850651,2050479801
163803660,1085522345,1888764761
1602323988,1080751573,1983653976
1089060164,1084845127,853741692
1806658871,1084380961,1138284778
593548542,1083290865,648753021
61912199,1084743481,1379671867
1640079396,1084450603,2107347000
2052020613,1084190833,1895437124
8531660,1085242334,1106256364
1795669012,1083926212,1535533344
1086358310,1083895159,773255098
788364881,1083443260,576755779
1724729178,1083648959,447789799
1772427912,1080038590,1219719082
380285190,1082212277,1945312820
147164382,1085463902,1901775306
1538841770,1082228678,2024231235
1343406616,1080688101,536929656
1885143680,1083469107,460843561
297432910,1085155705,1015645001
59634705,1085236331,1192696653
931475952,1081264428,911103352
1640054254,1085567773,2136025339
843544435,1085239221,476342535
1281278048,1085410503,776058473
706606017,1082769358,1683177718
1155351360,1084755321,382697061
1044553719,1085088781,190690275
966232891,1085489727,197910088
1976257193,1084989039,939495204
1037448583,1083271719,1111238724
1661527284,1085433478,397018830
230539773,1085487347,1307885454
1016273328,1083099528,923463532
371514978,1084428577,240448942
647008450,1084470649,777085905
537245980,1085276449,1491708846
1320191921,1084229095,286952233
164329339,1083904803,611905286
644384442,1084437807,127754330
1711298773,1084438723,874035314
1230250274,1083924656,481397216
1376952802,1082850086,1012587604
307760101,1085041299,2014434126
1855505854,1082193133,1190464371
1238622429,1084700113,669936708
2145698041,1084630654,450218749
634967079,1085676730,1359971808
2036410112,1076375563,1286522824
1982993292,1085843418,992627798
574586240,1080061270,432270624
197945247,1084683117,1982267376
1789201712,1081381357,884539088
496829082,1085090440,1747459926
1714844601,1084783808,703753768
1501580669,1083203671,1911452544
328213162,1085303470,2144108409
1471021566,1085075038,1253375446
341411638,1082249507,1060985726
1251250568,1079767788,600458023
1457271696,1084470720,415020352
1563089132,1083692250,1663359748
1935128350,1084547366,527747927
1738910243,1084927961,1642222636
800522688,1085208760,448934457
116255296,1084951816,2000451885
1719824878,1082916605,652856752
1787505952,1083211643,1505465352
1836929327,1084666647,2098663458
1807303791,1084265323,2075655952
1718711273,1084983172,1047337288
1233688286,1085367594,58409592
1347974040,1081510865,1172515966
1647423522,1085563917,1182529571
2021978498,1084413310,804016901
1568924890,1082207439,1668689691
2107635860,1085608275,142954032
837036112,1085574164,1425912054
470096364,1081900464,1779336981
1041105643,1084502998,966952366
677090052,1081362492,768164782
1322680086,1085329981,1928647254
541038903,1085363440,1155847403
829487408,1082536012,1278357197
1112903482,1085490447,2029172446
1225989494,1085044835,21606937
1466822804,1083474686,1121235328
715303210,1084672056,1190639754
1228136586,1085415650,1042560504
927676416,1075687800,1230790710
869026446,1085347243,117179936
531748038,1083789271,1882650741
1326865681,1082929782,1961101812
2096543059,1084233198,231768009
1729540264,1079861478,2017547763
2138598030,1084997720,563432372
694518943,1083314849,1265850680
1131253812,1081496493,1859023524
1477799826,1084324313,2106358946
1404496557,1084509474,226843445
816255168,1082800979,904772144
765882423,1083943580,242351608
607618210,1084951401,1034433365
435817690,1084788858,534134918
714023910,1081528732,537071180
973589490,1081229233,1034212445
1783491481,1085170821,1985794005
1533475840,1083463984,1682423360
434448452,1080990891,2107316678
821308159,1085205339,772838694
1270840694,1084604039,1335417713
1657893129,1085090165,2062038868
2094475892,1082019320,1887348264
375839929,1085323275,124174040
1362309920,1084270967,1895486535
406494350,1085899129,1001479194
599751051,1084511343,1211825483
648543999,1085217824,1360734434
382448800,1084370086,814237970
172420738,1083460221,1680825052
1379035000,1084435613,1338087768
193205839,1086219814,125183841
2082482823,1085721867,228671840
1194390950,1083945749,1152575432
1126900504,1081865842,128385733
118080888,1081232538,181034932
2049998662,1082692215,1231569291
474268588,1083412961,1006443108
1799897612,1086397139,1776066982
699652803,1085312085,24886198
788387772,1085949482,1185923155
1116391025,1082698842,1108899307
103696420,1082927793,1264196674
931199291,1085374474,1346354315
1536729984,1077799753,286825554
1582915491,1085817636,1378347134
17670841,1085374083,1295170315
1293759791,1084246098,990153922
393680325,1083286175,1408412744
333893932,1085760725,958174885
1541540254,1082452727,1447812167
1746429989,1083350230,1761139840
187063210,1085439505,2024041211
436298036,1084834602,1155578618
565352870,1085789825,2058277315
1779601124,1085107716,1913362446
2094896085,1081171439,1522139376
2002369418,1085290105,140773631
319560974,1085445701,809623880
2118901857,1085628651,2651139
22303772,1083541291,801383922
1105211605,1085082181,1985214015
1082925220,1082428527,2068678125
1269802352,1084339913,515018128
1193709908,1083655039,16556566
319767003,1083369250,57346
1044534080,1077258507,1401883038
1504586280,1083288227,674539362
761308277,1082844073,527494096
1600053611,1085713621,1292238481
311514935,1085233874,267186679
149840424,1085049466,1860822742
1058501024,1082747689,1059677436
990747401,1084912778,938928707
1791854715,1084364266,1362771534
382796468,1081436999,627318464
203506506,1084208343,1529829232
1320595213,1085373800,32077550
757502909,1081790392,52433025
2081512703,1083234641,1654079964
606990927,1085073534,159797622
680821691,1082496355,622977636
205211392,1085168719,1874627611
973505164,1083412122,1070935184
1151141899,1084497200,161738692
863278356,1083753915,1209227706
1614925060,1082535007,2009330415
841973202,1082928873,216473504
80159988,1084482143,809311872
1458313012,1082599539,1370629442
1090702326,1085126078,968300552
1447749947,1084586523,238571914
274616671,1085320629,900430353
813818976,1078217221,431243964
1257395320,1083046391,1586586110
237117913,1083116023,1688529426
998205398,1080520128,26197680
785859676,1083997996,1564127257
1964518712,1081649858,2112622056
763170064,1083467997,388428298
1692795300,1082671876,680054106
1665389437,1083979587,547168068
236073259,1085880586,27251273
1547477519,1084309288,220327137
1734399998,1084230611,1407527932
236386542,1084832959,1512621716
491856302,1084779850,1362354535
1563230271,1082388790,1641731677
1281733485,1085560548,1928962550
1000466467,1084438705,643289427
1811835791,1083768399,774679486
2048580008,1084625366,910403181
272031818,1085322616,1693017696
1972275738,1085412345,1597826490
1131384287,1085487590,1036065733
1493318199,1084386310,1275310775
1794454608,1085375845,524981464
107651326,1084371704,1783736598
775805066,1085327257,1651571615
739700467,1082928797,42101775
605496608,1083322566,702470716
449583514,1084385382,68047679
932180547,1085374190,525929724
947825375,1085535262,1003428452
1909083942,1085586966,505855723
1321157164,1085095256,1789016895
861573380,1084549036,1769324512
162601908,1082351755,838939208
128977611,1084324647,1353435698
167368408,1081295521,395393296
1559030900,1083197888,1212405596
2112795925,1083472155,1998697647
1625464499,1085856980,1888048446
1051465492,1084229319,476846
836260485,1085145719,357115182
1915225102,1084003195,383664801
275447150,1082259970,73832588
2141249175,1083538697,84985407
1272015010,1084341140,1071696622
116160866,1085998268,1181940731
314992952,1080462359,1473591580
20220505,1084261948,1130650624
1615900362,1085539584,420467256
1114859076,1082492245,1176674624
1913074425,1085567134,1089419988
605145501,1084977607,1919163355
447740469,1085246388,224403142
1686469890,1080861582,1238954540
2072130587,1084810242,389311034
1309281583,1084590161,748364288
968595736,1085210203,1139161187
751433216,1084035256,87229773
102123590,1083440640,2040117826
